763,194,1580,987,134,785,1423,1017,976,315,1580,508,509,292,104,976,0,0,0,0,0,0,0,0,0,0,0,0,0
179,769,496,1104,683,567,348,113,131,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,661,400,519,912,1076,307,1060,67,159,63,1200,792,997,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,600,187,1451,1262,1044,1096,1611,857,1533,1312,295,790,639,1044,1262,1415,0,0,0,0,0,0,0,0,0,0,0,0
660,1593,932,1565,405,801,707,1426,715,1194,852,1048,1369,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,1329,1351,754,1139,327,258,313,654,980,1152,1608,38,94,175,255,325,1158,0,0,0,0,0,0,0,0,0,0,0
1488,1478,994,143,783,1111,1420,1317,624,1251,1047,134,1171,696,1098,1027,1251,175,0,0,0,0,0,0,0,0,0,0,0
371,738,-1,230,1578,633,834,1051,109,1319,441,1219,-1,1051,371,1227,0,0,0,0,0,0,0,0,0,0,0,0,0
397,771,407,299,415,1125,667,39,764,1123,599,1049,1002,895,346,1006,415,0,0,0,0,0,0,0,0,0,0,0,0
1519,267,466,488,133,827,1587,604,731,166,1243,371,1636,989,1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,1293,1395,33,728,908,764,601,843,861,1112,666,1021,1505,800,662,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,1209,55,947,203,1371,1238,1183,794,46,145,200,203,1238,64,737,670,794,1609,119,0,0,0,0,0,0,0,0,0
1422,164,1382,1203,1345,1400,1416,702,29,1246,1089,1032,253,358,339,879,29,702,0,0,0,0,0,0,0,0,0,0,0
410,1250,13,901,723,692,893,368,921,442,714,778,1357,559,726,499,658,437,963,0,0,0,0,0,0,0,0,0,0
261,1155,183,578,168,-1,869,476,1530,796,235,840,1436,1501,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1628,-1,1635,755,795,874,1392,745,162,1496,888,575,798,916,689,142,61,606,1392,795,919,0,0,0,0,0,0,0,0
1307,642,278,520,622,136,1070,996,1202,1284,68,1629,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,1065,316,900,512,959,1011,999,579,576,485,866,1520,610,1031,999,598,724,0,0,0,0,0,0,0,0,0,0,0
1633,974,873,1149,1461,1006,280,199,1532,1085,1119,570,390,1149,733,1374,1088,0,0,0,0,0,0,0,0,0,0,0,0
618,1536,812,1221,5,6,1113,1370,1303,876,1631,1384,776,1536,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1493,188,501,1572,749,541,1358,431,360,659,1524,929,1472,1572,1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,1407,1408,169,635,553,752,561,1275,1546,1545,1405,1280,467,635,561,1299,1407,1408,1545,235,0,0,0,0,0,0,0,0
388,620,1356,766,1170,846,1374,1438,1368,883,1086,373,372,849,1079,1024,35,413,1581,0,0,0,0,0,0,0,0,0,0
1315,1092,1557,546,652,953,623,591,821,1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1578,635,267,499,982,1369,996,427,1172,573,46,843,707,754,1251,169,1546,996,283,622,441,0,0,0,0,0,0,0,0
1119,683,1144,719,316,766,761,1618,604,1526,1526,1232,1219,1546,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,628,883,871,157,804,211,987,988,485,1496,661,230,1227,315,261,1275,849,0,0,0,0,0,0,0,0,0,0,0
1147,976,795,1000,278,980,546,829,600,466,908,104,675,1155,871,1501,1051,1092,0,0,0,0,0,0,0,0,0,0,0
1171,5,172,1184,713,171,1385,1245,495,1521,1261,1139,198,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,670,1505,598,567,1024,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,483,602,425,977,1357,1580,1581,1272,162,1312,446,1287,388,389,12,932,442,1250,159,0,0,0,0,0,0,0,0,0
1035,1565,785,1384,1524,1159,1608,778,353,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,994,1016,254,1173,216,490,348,807,1420,1405,618,1194,1140,501,1609,1628,1416,0,0,0,0,0,0,0,0,0,0,0
1535,1037,1545,75,1093,790,658,1301,39,1006,569,1512,974,714,696,1124,0,0,0,0,0,0,0,0,0,0,0,0,0
166,809,168,1098,-1,1349,1229,1047,1620,1260,1315,-1,1426,1256,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,660,1317,633,620,1019,1036,1032,63,1438,666,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,88,520,24,578,606,702,706,1374,733,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,253,769,64,299,1488,921,953,183,1326,360,1104,935,771,541,624,919,484,183,1488,0,0,0,0,0,0,0,0,0
1123,764,940,684,1027,68,1271,878,1111,565,885,437,400,912,403,873,1123,0,0,0,0,0,0,0,0,0,0,0,0
1292,610,127,1282,94,916,86,392,834,543,732,1448,734,1061,392,645,1448,0,0,0,0,0,0,0,0,0,0,0,0
1395,591,749,447,1345,1200,188,1075,1192,1113,343,1183,852,188,46,447,125,0,0,0,0,0,0,0,0,0,0,0,0
840,999,109,667,1079,315,109,1215,715,1327,893,405,431,1112,1626,100,397,1209,0,0,0,0,0,0,0,0,0,0,0
1002,995,1224,883,1057,997,561,821,336,874,733,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,1031,1080,307,1427,755,119,858,390,872,929,95,184,1472,401,857,659,0,0,0,0,0,0,0,0,0,0,0,0
901,1319,280,590,614,145,179,413,1622,641,6,1194,179,1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,1356,328,1330,861,682,346,-1,1605,1631,1400,1307,724,304,1044,642,0,0,0,0,0,0,0,0,0,0,0,0,0
895,692,1414,1066,1149,1461,496,1280,1329,1332,1258,38,199,407,1108,1238,989,738,308,1048,340,1242,496,199,0,0,0,0,0
386,879,1440,134,33,13,1070,1170,1333,1373,1422,639,143,1284,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,1031,1295,184,267,1140,1535,530,989,738,959,1011,235,1148,1486,1527,919,1031,699,211,1095,1148,336,0,0,0,0,0,0
1035,776,1373,790,5,684,847,483,861,429,508,1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,857,24,1229,1086,624,833,827,726,145,24,327,654,1382,1572,872,1096,1426,0,0,0,0,0,0,0,0,0,0,0
1149,415,307,1343,408,1565,1532,960,1403,496,199,570,809,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,403,109,598,1275,187,1119,1635,553,639,1515,1578,137,427,254,1611,908,814,1108,113,1578,401,0,0,0,0,0,0,0
1405,1016,778,683,1256,1315,410,1124,576,278,995,373,142,1407,834,1051,384,1405,86,1124,778,35,0,0,0,0,0,0,0
1176,1171,134,431,1530,435,662,1155,614,210,1521,1562,702,280,761,1605,0,0,0,0,0,0,0,0,0,0,0,0,0
498,177,240,1415,1631,499,1448,749,1411,937,1238,1511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,1472,53,543,1440,348,39,793,745,397,1423,63,994,295,706,1408,1407,605,733,0,0,0,0,0,0,0,0,0,0
253,1478,395,308,585,567,1626,1505,707,66,764,1260,315,976,91,947,1132,0,0,0,0,0,0,0,0,0,0,0,0
1098,1017,68,413,820,75,484,801,492,878,133,1092,873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,283,1400,139,800,61,658,1019,216,323,1422,166,1427,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,82,689,1172,1330,328,82,512,425,1242,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,559,203,108,846,579,627,766,713,339,718,715,386,999,1501,1609,852,203,0,0,0,0,0,0,0,0,0,0,0
67,341,1533,1536,442,623,584,1384,100,988,1503,265,1526,1384,125,593,1013,299,578,35,623,584,0,0,0,0,0,0,0
1317,1303,666,46,659,360,1245,599,1049,94,390,901,1620,417,1303,769,1633,874,1194,0,0,0,0,0,0,0,0,0,0
168,696,895,183,893,1327,1227,1021,1232,622,1272,1580,371,1456,494,1200,1044,792,1307,405,0,0,0,0,0,0,0,0,0
1544,963,1508,1183,1420,179,573,1501,230,1436,1621,1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,1170,1125,1461,737,-1,645,467,501,812,1261,519,932,1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,829,1117,119,746,871,1629,12,849,-1,1329,916,1629,162,1486,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,1312,1355,476,569,1113,188,1557,637,734,1622,641,1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1173,1546,441,1385,879,1460,10,175,446,953,728,1358,194,1496,1088,1403,175,1280,0,0,0,0,0,0,0,0,0,0,0
580,38,520,1294,635,565,6,292,601,388,1371,987,1524,346,565,6,635,1349,0,0,0,0,0,0,0,0,0,0,0
1251,670,876,1184,1093,1057,1079,900,1608,485,-1,1000,692,755,1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,878,999,885,1037,1411,1544,812,1009,1060,752,814,1436,846,869,885,1037,1202,618,1280,1112,0,0,0,0,0,0,0,0
1024,183,1329,1357,785,821,987,358,1592,988,546,829,654,610,1572,346,662,1172,821,358,0,0,0,0,0,0,0,0,0
1403,847,35,728,1245,1015,579,1152,353,400,932,707,600,1611,166,200,488,1373,384,728,0,0,0,0,0,0,0,0,0
1319,133,6,1347,1581,1111,172,1582,561,1515,585,769,1341,732,858,133,368,719,0,0,0,0,0,0,0,0,0,0,0
699,371,1440,959,963,145,604,912,1170,1333,895,278,91,1295,573,1315,33,283,283,417,912,0,0,0,0,0,0,0,0
1035,1385,635,1461,1215,413,731,734,1609,1565,1022,1143,1243,203,348,373,1242,1275,255,100,1407,1408,0,0,0,0,0,0,0
410,509,508,1183,738,861,593,1545,501,169,935,1250,134,371,861,593,1176,1593,713,1079,0,0,0,0,0,0,0,0,0
240,265,1349,371,761,782,795,912,723,1580,1200,1371,1521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,1260,715,559,139,446,706,63,858,1414,614,1633,994,1085,1478,198,639,1017,715,1262,1075,211,0,0,0,0,0,0,0
5,565,389,125,627,1123,435,1562,989,764,553,131,661,442,360,1057,601,1098,1512,804,390,1123,661,0,0,0,0,0,0
392,754,1219,852,61,790,437,1524,675,916,790,959,75,1628,1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,1370,497,1086,1400,755,1392,1332,395,188,658,405,1307,1555,1171,1460,576,1113,1370,0,0,0,0,0,0,0,0,0,0
162,1327,1519,872,623,313,1140,280,1125,908,466,390,383,1557,873,199,1426,0,0,0,0,0,0,0,0,0,0,0,0
602,311,1416,1526,708,1328,922,702,336,953,184,602,254,1173,543,1609,0,0,0,0,0,0,0,0,0,0,0,0,0
401,94,1315,1087,746,1048,340,10,1620,578,1229,849,86,628,567,1147,403,1098,605,606,0,0,0,0,0,0,0,0,0
1124,793,177,159,476,796,820,1408,1408,980,960,1427,857,84,1148,1261,737,64,177,0,0,0,0,0,0,0,0,0,0
179,216,1119,1622,666,1293,1636,327,179,1197,1044,484,1031,1119,1374,1293,1636,12,800,798,0,0,0,0,0,0,0,0,0
1144,1635,1303,1019,940,1620,323,1405,494,1061,1472,1368,1209,570,171,1608,223,441,1384,0,0,0,0,0,0,0,0,0,0
977,937,1488,386,633,1505,955,447,164,692,1113,541,697,485,1013,55,947,113,1108,1016,0,0,0,0,0,0,0,0,0
982,1521,919,530,683,1415,360,492,592,194,1456,766,569,1192,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,771,137,599,1049,253,1032,315,267,431,1530,1282,1395,308,498,689,157,46,0,0,0,0,0,0,0,0,0,0,0
1287,684,316,1089,1532,1621,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,590,24,483,580,1486,1070,67,1238,893,1451,733,1448,299,304,827,1351,1301,187,749,0,0,0,0,0,0,0,0,0
1536,778,575,1011,429,995,1021,136,726,794,24,520,38,809,997,46,843,83,307,343,1536,1422,0,0,0,0,0,0,0
576,67,1373,104,1015,1347,392,576,738,1415,467,1036,908,164,166,916,702,923,392,1415,567,0,0,0,0,0,0,0,0
389,261,1095,280,591,745,133,488,1503,-1,1282,63,1374,1526,546,280,591,1407,1194,1351,1451,339,0,0,0,0,0,0,0
796,561,932,476,499,1140,795,1608,255,1224,1203,1044,997,1400,1521,498,1515,0,0,0,0,0,0,0,0,0,0,0,0
1329,763,1200,1468,1215,1392,1545,1544,955,408,501,75,696,734,1246,348,1183,439,707,0,0,0,0,0,0,0,0,0,0
874,1087,373,249,1578,353,1530,431,849,1060,1578,812,223,1065,1557,1087,1326,953,0,0,0,0,0,0,0,0,0,0,0
605,1349,254,1147,812,113,883,785,605,1349,1245,508,131,35,1436,1472,295,113,0,0,0,0,0,0,0,0,0,0,0
620,1192,858,1016,623,635,86,519,807,447,776,833,1635,771,1242,1633,606,0,0,0,0,0,0,0,0,0,0,0,0
1333,947,866,1315,1328,1303,1258,783,258,988,809,168,1587,1427,1171,1423,622,628,203,413,417,0,0,0,0,0,0,0,0
1414,766,801,1422,390,578,731,604,1519,937,746,675,435,1384,1371,446,980,675,723,610,134,400,0,0,0,0,0,0,0
316,1501,820,658,1478,407,64,637,1535,565,1006,442,84,684,372,397,340,624,1093,109,1535,1578,0,0,0,0,0,0,0
888,1343,642,1262,1192,94,1546,6,1071,569,570,1353,66,900,1202,888,0,0,0,0,0,0,0,0,0,0,0,0,0
441,738,661,171,1049,639,760,959,494,1315,496,199,1088,1022,1148,1307,1319,495,325,171,307,1606,0,0,0,0,0,0,0
879,585,1251,1000,283,33,1057,793,1149,1461,659,405,1002,383,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,1416,641,1438,1388,761,200,368,1403,24,1357,834,183,1341,368,1272,1155,1243,1197,1113,0,0,0,0,0,0,0,0,0
662,1621,1327,172,1159,1184,829,1628,852,1159,68,769,1221,637,299,1275,483,1227,1331,987,1532,1621,972,0,0,0,0,0,0
1280,61,1027,1382,308,1284,618,315,1332,1229,88,584,599,211,327,1037,752,0,0,0,0,0,0,0,0,0,0,0,0
64,159,1048,1385,360,749,1098,125,427,1611,492,187,1312,83,343,598,0,0,0,0,0,0,0,0,0,0,0,0,0
553,1493,840,1125,847,13,1581,871,476,1420,804,1172,395,1565,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,1017,162,1358,520,1626,38,697,265,1405,278,91,869,39,137,1631,145,1261,0,0,0,0,0,0,0,0,0,0,0
1456,437,1051,1356,429,754,1092,873,878,338,169,313,485,1448,1408,1496,543,1199,1080,1408,1407,0,0,0,0,0,0,0,0
235,839,1144,724,682,614,728,1609,100,1108,1238,235,1271,827,592,1104,0,0,0,0,0,0,0,0,0,0,0,0,0
410,1104,912,386,1426,1515,600,683,689,1620,559,974,633,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,1317,46,388,714,1533,814,1079,1370,1395,764,1123,848,1117,1460,593,0,0,0,0,0,0,0,0,0,0,0,0,0
794,1605,940,415,1061,601,713,976,718,1593,415,1403,292,963,1024,1132,1440,1260,995,713,895,0,0,0,0,0,0,0,0
497,1262,1124,1384,1079,1317,384,1251,1227,1002,323,874,235,405,91,1022,732,1089,1625,0,0,0,0,0,0,0,0,0,0
109,1262,1422,113,1152,1521,210,392,13,12,1618,801,360,1373,601,184,1519,692,1557,1272,1422,0,0,0,0,0,0,0,0
861,1395,570,714,559,869,633,211,427,1057,585,520,145,1533,1328,846,0,0,0,0,0,0,0,0,0,0,0,0,0
699,900,1515,1414,1636,1532,745,776,485,1261,240,972,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,848,494,1357,67,976,83,442,254,1173,833,1250,1243,405,696,1246,408,593,346,0,0,0,0,0,0,0,0,0,0
702,389,1355,987,997,1113,-1,1468,1622,143,1592,1071,1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,313,248,86,763,437,162,425,1086,618,675,327,292,947,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,792,495,662,873,1061,299,1440,543,1545,769,1312,1149,1461,415,308,683,509,654,0,0,0,0,0,0,0,0,0,0
820,546,1093,719,893,94,386,1420,820,1087,1628,852,1037,139,635,1287,446,395,1505,46,388,995,849,1628,0,0,0,0,0
1096,1546,199,1496,870,1066,834,328,666,726,512,1282,1578,1015,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,177,1125,1461,100,171,940,378,796,417,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,68,746,847,1403,66,1295,1512,499,188,484,1535,1098,68,922,839,1013,1580,488,0,0,0,0,0,0,0,0,0,0
737,1530,1148,498,278,1301,761,1565,134,1171,959,1280,1035,1327,764,1017,1171,258,429,1139,0,0,0,0,0,0,0,0,0
1076,1123,728,203,1472,1016,1229,778,339,565,431,785,620,492,137,1388,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,974,24,999,295,659,1060,919,847,1403,1524,876,383,1478,1209,24,809,131,0,0,0,0,0,0,0,0,0,0,0
1284,912,108,1031,1626,38,592,483,766,1415,371,75,1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,1095,35,467,216,661,372,1202,1629,561,1392,1092,929,1407,960,1526,1605,929,1000,1113,1370,0,0,0,0,0,0,0,0
738,1326,119,1331,410,1438,283,1275,755,119,223,738,1192,1423,1426,136,885,63,0,0,0,0,0,0,0,0,0,0,0
39,1451,1329,1200,226,1019,707,1219,166,-1,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,754,883,807,1303,713,142,388,843,519,46,1349,578,982,821,814,883,843,1183,125,33,0,0,0,0,0,0,0,0
684,53,963,1347,1622,6,1104,684,642,567,1544,390,1368,1011,718,187,94,175,0,0,0,0,0,0,0,0,0,0,0
627,858,183,997,280,888,1609,1358,1232,977,249,1047,605,1258,1158,627,0,0,0,0,0,0,0,0,0,0,0,0,0
932,866,338,1065,895,169,1488,600,307,576,622,508,1572,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,1608,658,782,937,783,1307,1293,5,476,771,935,1108,253,1032,490,953,261,0,0,0,0,0,0,0,0,0,0,0
1219,1403,766,435,1044,485,1294,953,667,732,660,1021,935,847,280,1119,1009,937,766,0,0,0,0,0,0,0,0,0,0
61,1085,601,1280,675,769,415,496,431,1148,908,675,763,606,187,1293,1280,0,0,0,0,0,0,0,0,0,0,0,0
1328,417,857,565,738,488,466,692,972,1628,782,1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,1093,1557,1243,820,265,1262,1108,1242,995,1147,963,1013,267,1611,427,1515,0,0,0,0,0,0,0,0,0,0,0,0
576,635,88,734,125,1345,389,499,1271,1605,1203,383,1330,1478,211,839,0,0,0,0,0,0,0,0,0,0,0,0,0
283,1229,429,380,1238,1172,731,1224,883,696,1580,1581,1327,145,706,1258,0,0,0,0,0,0,0,0,0,0,0,0,0
801,1332,226,1307,999,792,139,885,63,573,1080,1609,1358,940,139,447,1048,340,1260,1194,579,0,0,0,0,0,0,0,0
1019,561,988,323,1625,64,737,407,1519,1625,776,1385,761,879,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,900,299,1326,1287,336,866,1027,1284,143,1027,1343,403,131,847,143,0,0,0,0,0,0,0,0,0,0,0,0,0
1373,82,1215,1592,179,553,1369,1522,68,1098,1536,1565,84,800,1374,546,829,0,0,0,0,0,0,0,0,0,0,0,0
745,177,295,172,1384,622,203,713,1303,1368,1275,203,1593,645,1369,157,699,1503,136,1303,707,1124,0,0,0,0,0,0,0
53,425,1183,1392,211,1282,1200,718,1125,1461,249,490,134,1423,1415,348,1011,1123,929,0,0,0,0,0,0,0,0,0,0
1088,1493,1158,614,1608,55,771,339,593,794,598,304,29,1456,200,1088,0,0,0,0,0,0,0,0,0,0,0,0,0
821,1635,1221,980,410,1555,888,1149,35,1448,1520,188,248,5,6,1508,512,1347,0,0,0,0,0,0,0,0,0,0,0
1524,1622,1022,833,977,1332,1331,1620,728,10,1006,384,86,793,620,1251,338,728,520,778,372,0,0,0,0,0,0,0,0
166,397,483,1511,1256,127,804,405,401,1066,1606,1512,804,137,441,198,861,353,642,483,0,0,0,0,0,0,0,0,0
1416,874,661,315,1140,484,360,754,341,162,733,64,599,395,261,1176,373,307,484,0,0,0,0,0,0,0,0,0,0
569,1144,724,749,519,1414,691,1086,641,368,1070,12,1629,1061,437,346,1395,1232,113,624,0,0,0,0,0,0,0,0,0
169,278,501,1087,371,662,1112,996,75,183,974,1426,1095,405,982,1049,683,1407,1408,1087,1032,814,0,0,0,0,0,0,0
684,1636,869,378,216,912,1315,1111,1501,67,976,1317,873,91,1436,313,230,1533,1347,439,0,0,0,0,0,0,0,0,0
1312,442,670,798,1017,959,760,108,628,388,46,723,1292,1057,1051,194,38,0,0,0,0,0,0,0,0,0,0,0,0
1505,637,1227,960,849,254,83,955,1621,1530,1024,1035,600,846,809,1521,785,133,1440,1357,987,0,0,0,0,0,0,0,0
627,1250,543,1618,618,895,1002,1420,100,714,1438,1319,446,240,1117,764,413,0,0,0,0,0,0,0,0,0,0,0,0
827,702,184,1400,871,795,492,1096,834,1333,33,253,858,316,840,659,33,834,1400,871,0,0,0,0,0,0,0,0,0
1451,1451,1171,847,570,407,530,1299,874,795,61,12,601,1149,858,1526,1170,261,33,1349,847,1149,1461,415,0,0,0,0,0
55,467,972,175,1468,265,1533,1521,1224,1021,1088,1132,1047,348,1088,871,1407,1343,1422,0,0,0,0,0,0,0,0,0,0
1382,1111,295,940,840,162,1315,1031,1197,1456,932,1635,1369,188,1519,519,932,1448,1544,240,179,1035,0,0,0,0,0,0,0
1440,315,1347,520,1093,343,143,600,878,100,796,1629,1096,1301,658,520,0,0,0,0,0,0,0,0,0,0,0,0,0
1530,1061,494,384,569,172,912,91,253,919,567,893,1307,569,1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,782,843,6,466,1392,1271,35,1016,833,1345,400,801,963,447,1024,1611,199,782,994,308,223,1329,0,0,0,0,0,0
947,869,1486,792,495,807,900,427,776,295,1199,590,24,598,84,10,405,0,0,0,0,0,0,0,0,0,0,0,0
13,113,1022,1580,1581,1272,1143,1395,620,1403,1411,1423,1075,746,846,125,1194,0,0,0,0,0,0,0,0,0,0,0,0
1089,1368,1183,1148,1173,119,1384,999,372,778,1245,1076,1219,397,1242,935,1426,501,437,0,0,0,0,0,0,0,0,0,0
1557,304,1256,1461,1006,86,425,857,814,210,1521,827,1275,340,604,745,714,715,358,922,1557,745,0,0,0,0,0,0,0
1331,682,849,373,267,1388,953,706,1333,1098,327,1192,313,754,442,1013,255,645,1608,267,0,0,0,0,0,0,0,0,0
1125,1415,142,164,1460,353,145,258,248,959,441,127,395,131,821,109,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,1370,895,1472,660,732,662,995,872,235,94,499,283,1405,793,5,546,235,0,0,0,0,0,0,0,0,0,0,0
761,766,1438,216,731,670,683,485,1496,254,908,684,876,592,1572,1532,1628,591,0,0,0,0,0,0,0,0,0,0,0
292,389,809,576,614,1349,639,565,339,323,702,194,1104,812,1351,403,328,488,605,916,0,0,0,0,0,0,0,0,0
1140,861,88,1420,108,67,976,177,1636,1262,63,1414,299,1326,1408,980,696,139,484,1326,0,0,0,0,0,0,0,0,0
64,1284,628,1246,1017,692,64,1567,68,800,1048,929,1032,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,599,624,230,157,982,1147,1215,666,820,873,1092,1536,728,691,708,1546,1618,0,0,0,0,0,0,0,0,0,0,0
997,159,166,1027,667,783,341,1400,253,1592,852,1488,1371,1011,1294,1358,346,429,490,46,1622,0,0,0,0,0,0,0,0
1108,1238,1229,1501,1066,1565,1287,578,1159,1280,338,1229,368,888,75,635,1328,0,0,0,0,0,0,0,0,0,0,0,0
955,1079,388,749,553,543,1200,184,83,390,1184,1578,1303,1488,553,1633,280,0,0,0,0,0,0,0,0,0,0,0,0
1071,602,439,1327,618,1080,785,1357,870,900,541,734,1609,661,1625,492,386,0,0,0,0,0,0,0,0,0,0,0,0
39,1172,763,675,977,771,336,1593,637,383,585,584,38,834,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,1620,987,738,1524,764,1123,1312,1493,1051,1631,1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
